日経会社コード,企業名称,決算期,決算種別,連結基準,決算月数,上場場部：コード,日経業種：コード,有形固定資産,資産合計,売上高・営業収益［累計］,法人税等［累計］,法人税等調整額／繰延税金費用［累計］,支払利息・割引料［累計］,親会社株主に帰属する当期純利益（連結）／当期利益（単独）［累計］,【販管費】人件費・福利厚生費［累計］,【販管費】賃借料［累計］,期末従業員数,営業利益［累計］,受取利息・配当金［累計］,持分法を適用した場合の投資損益［累計］,株主資本,評価・換算差額等／累積その他の包括利益,受取手形・売掛金及び契約資産／売掛金及びその他の短期債権,棚卸資産,売上原価・営業原価［累計］
0000050,ＤＯＷＡホールディングス,2018/03,10,1,12,11,119181,124324,456530,454754,9710,381,578,24693,9758,883,6468,30948,1148,3723,221980,16835,87614,106340,387831
0000050,ＤＯＷＡホールディングス,2019/03,10,1,12,11,119181,134365,494683,452928,8389,1240,1008,14986,9975,914,6680,18671,2204,2470,230395,6818,84398,119926,396495
0000050,ＤＯＷＡホールディングス,2020/03,10,1,12,11,119181,153336,512495,485130,10081,223,1323,17395,9986,975,6986,25955,2751,605,241582,6464,75129,115302,421630
0000050,ＤＯＷＡホールディングス,2021/03,10,1,12,11,119181,160567,598471,588003,13636,-889,910,21824,12385,1200,7258,37454,1733,-4815,259136,6567,84132,205227,512155
0000050,ＤＯＷＡホールディングス,2022/03,10,1,12,11,119181,168344,657283,831794,20259,-831,664,51012,13613,1309,7394,63824,1165,8864,303604,9851,99013,230009,725368
0000050,ＤＯＷＡホールディングス,2023/03,10,1,12,11,119181,173222,655282,780060,16416,820,523,25041,11157,,7569,44610,1715,5209,320084,24808,89526,220646,689241
0000055,ユアテック,2010/03,10,1,12,11,241404,45816,155789,163593,1496,749,6,919,8099,,5430,2704,256,,89748,-2603,42783,4881,144779
0000055,ユアテック,2011/03,10,1,12,11,241404,43237,157846,161993,756,19,6,-80,7805,,5496,2973,308,,89153,-2955,48009,6842,143183
0000055,ユアテック,2012/03,10,1,12,11,241404,42373,164250,200123,14537,10657,,-8485,7580,,5419,6446,271,,79856,-2694,64960,3820,178297
0000055,ユアテック,2013/03,10,1,12,11,241404,39585,146937,164617,200,-108,13,-3666,7474,,5308,-3765,221,-123,75118,-2477,51767,4057,153289
0000055,ユアテック,2014/03,10,1,12,11,241404,38928,157021,185823,-3937,-4343,12,3503,7655,,5219,-1362,299,5,77780,-3868,63125,2948,171882
0000055,ユアテック,2015/03,10,1,12,11,241404,39629,180723,217712,82,-3298,15,12160,7708,,5342,11240,208,63,93978,-1945,68580,2864,191052
0000055,ユアテック,2016/03,10,1,12,11,241404,42034,187598,227067,5463,1113,,10470,7940,,4719,15256,261,,103413,-3646,81175,2667,195450
0000055,ユアテック,2017/03,10,1,12,11,241404,44783,190390,226042,4883,-297,,10118,8429,,4742,14559,255,,111626,-2052,73834,2488,194172
0000055,ユアテック,2018/03,10,1,12,11,241404,46223,191201,213251,3978,-69,,8378,8654,,4806,11786,289,,111656,-1198,73219,2854,183487
0000055,ユアテック,2019/03,10,1,12,11,241404,48181,195444,204054,3352,-160,9,6631,8690,,4846,9394,265,,116889,-1316,67057,3479,176411
0000055,ユアテック,2020/03,10,1,12,11,241404,47412,197050,202760,2294,-84,9,4470,8598,,4835,6762,271,,120057,-1360,65303,2934,177429
0000055,ユアテック,2021/03,10,1,12,11,241404,47011,200116,197092,3335,-208,9,5763,8799,,4858,8484,214,,124408,-543,70449,2992,170376
0000055,ユアテック,2022/03,10,1,12,11,241404,46577,216016,225317,3465,-491,245,6700,9099,,5611,9492,216,,129690,-193,83116,1304,195933
0000055,ユアテック,2023/03,10,1,12,11,241404,46605,221400,227366,3860,-37,102,6561,9462,,5589,9538,230,,134047,384,88825,1070,196972
0000056,日比谷総合設備,2010/03,10,1,12,11,241404,658,74631,62378,1137,46,15,2440,2900,919,897,2208,269,,48854,1739,23941,1213,53384
0000056,日比谷総合設備,2011/03,10,1,12,11,241404,591,76764,58300,1214,-316,12,3014,2964,933,917,2551,273,,50559,1092,24668,1212,48754
0000056,日比谷総合設備,2012/03,10,1,12,11,241404,618,76442,60919,1287,569,12,1657,2780,945,917,1713,329,,50446,1249,25388,1146,52415
0000056,日比谷総合設備,2013/03,10,1,12,11,241404,557,79427,66322,1027,225,12,1806,2730,944,890,2016,222,369,50531,2914,28673,758,57579
0000056,日比谷総合設備,2014/03,10,1,12,11,241404,558,83531,69466,1148,300,12,2215,2598,982,876,1842,251,693,51346,3909,32717,854,60741
0000056,日比谷総合設備,2015/03,10,1,12,11,241404,532,84725,71329,1381,129,2,2630,2735,990,874,1983,254,654,52316,4619,36092,951,62652
0000056,日比谷総合設備,2016/03,10,1,12,11,241404,494,91900,79401,2007,-435,,4641,3402,1001,866,4676,246,1206,55200,2537,43429,888,67107
0000056,日比谷総合設備,2017/03,10,1,12,11,241404,646,93661,78387,1834,-270,2,5207,3854,1047,868,5608,240,998,58352,2898,41102,711,64342
0000056,日比谷総合設備,2018/03,10,1,12,11,241404,740,82931,66838,1250,655,1,7273,3164,1142,888,3171,263,560,52894,4488,32065,801,55911
0000056,日比谷総合設備,2019/03,10,1,12,11,241404,681,82396,70035,999,53,2,2711,2830,1112,920,2048,285,738,53222,5505,29311,668,60463
0000056,日比谷総合設備,2020/03,10,1,12,11,241404,639,83632,75890,1496,-315,,3537,3185,1144,940,3690,346,69,54312,2625,34408,807,63904
0000056,日比谷総合設備,2021/03,10,1,12,11,241404,590,86138,73119,1477,-129,,3075,3336,1171,944,3997,463,,55603,5446,26340,809,60854
0000056,日比谷総合設備,2022/03,10,1,12,11,241404,598,87466,75497,1978,-426,5,4372,3935,1181,961,5662,361,,57261,4581,29779,872,60811
0000056,日比谷総合設備,2023/03,10,1,12,11,241404,697,94687,83978,1899,-307,,4644,4041,1183,966,5953,388,,59091,4506,39117,1118,68846
0000059,植木組,2010/03,10,1,12,12,241406,13501,40730,42261,411,180,101,477,1351,,885,931,68,,14711,-703,13544,2536,38114
0000059,植木組,2011/03,10,1,12,12,241406,13445,36852,36669,478,-70,84,540,1341,,899,784,42,,15138,-748,10712,1777,32702
0000059,植木組,2012/03,10,1,12,12,241406,13559,39077,34981,335,119,74,287,1263,,898,564,35,,15232,-569,13655,3031,31577
0000059,植木組,2013/03,10,1,12,12,241406,13656,37374,37777,429,,63,472,1283,,895,953,30,,15351,-144,11269,4012,33819
0000059,植木組,2014/03,10,1,12,12,241406,13991,39357,43428,540,-39,56,804,1311,,897,1390,35,,16021,-274,12990,3094,38967
0000059,植木組,2015/03,10,1,12,12,241406,14339,41329,46267,700,112,52,911,1394,,901,1684,39,,16739,-67,14422,2493,41347
0000059,植木組,2016/03,10,1,12,12,241406,14079,38943,42767,583,54,43,1146,1464,,923,1815,36,,17713,-278,11790,3716,37508
0000059,植木組,2017/03,10,1,12,12,241406,12900,41865,45051,506,36,41,1249,1429,,927,1744,36,,18696,-6,15676,3570,39809
0000059,植木組,2018/03,10,1,12,12,241406,12365,38996,45559,622,104,31,1269,1360,,949,1758,38,,19732,98,12499,3418,40280
0000059,植木組,2019/03,10,1,12,12,241406,13071,44256,44568,558,-1,28,1068,1370,,950,1659,37,,20578,-252,16580,3475,39347
0000059,植木組,2020/03,10,1,12,12,241406,13467,47741,51938,723,-125,33,1434,1458,,971,2360,39,,21748,-388,20364,2900,45888
0000059,植木組,2021/03,10,1,12,12,241406,14106,45683,48847,926,41,31,1700,1480,,973,2545,42,,23149,-125,16736,4427,42681
0000059,植木組,2022/03,10,1,12,12,241406,14350,43632,47678,757,154,24,1440,1376,,982,2293,44,,24220,-97,14888,3970,41847
0000059,植木組,2023/03,10,1,12,12,241406,14026,46976,48936,718,1,22,1350,1353,,998,2041,45,,25031,18,18997,3910,43193
0000061,大成建設,2010/03,10,1,12,11,241401,238533,1501290,1441975,14462,10159,9434,21222,29666,,14461,35627,3437,,274778,10974,394554,272204,1318592
0000061,大成建設,2011/03,10,1,12,11,241401,231999,1395493,1218118,8513,6504,8677,10883,29088,,14039,36294,3282,,290282,-892,292757,268059,1100021
0000061,大成建設,2012/03,10,1,12,11,241401,212638,1494695,1323503,15479,9142,7505,1181,27883,,13776,36485,3170,,284713,6554,384779,266621,1206013
0000061,大成建設,2013/03,10,1,12,11,241401,206075,1543094,1416495,12399,8776,6311,20050,27618,,13569,35606,3294,461,299336,42194,430099,223128,1304676
0000061,大成建設,2014/03,10,1,12,11,241401,181051,1599065,1533473,14119,3347,5071,32089,27846,,13599,53773,3263,1549,327067,54975,444425,180053,1402446
0000061,大成建設,2015/03,10,1,12,11,241401,169972,1735248,1573270,28754,6242,4095,38177,28348,,13701,70417,3195,1725,370140,119612,490712,177120,1425295
0000061,大成建設,2016/03,10,1,12,11,241401,177528,1660821,1545889,40995,7663,2795,77045,29952,,13748,117468,3650,4448,437533,80342,443635,196327,1348302
0000061,大成建設,2017/03,10,1,12,11,241401,175982,1760078,1487252,44793,-712,2156,90566,32020,,13977,140822,3913,1378,485395,83383,420131,173257,1260968
0000061,大成建設,2018/03,10,1,12,11,241401,188397,1910597,1585497,55508,4070,1684,126788,31794,,14032,181859,4332,1003,563913,103239,441630,139058,1318879
0000061,大成建設,2019/03,10,1,12,11,241401,219745,1846176,1650877,48075,4481,1277,112571,33373,,14433,153323,4525,1283,610565,109858,542008,143025,1409417
0000061,大成建設,2020/03,10,1,12,11,241401,204400,1889995,1751330,52600,1127,1111,122087,33130,,14562,167755,5221,1069,673729,76428,615036,163439,1492653
0000061,大成建設,2021/03,10,1,12,11,241401,206198,1870622,1480141,42819,3170,970,92554,31199,,14620,130516,4946,278,718593,122251,539836,173966,1261343
0000061,大成建設,2022/03,10,1,12,11,241401,207435,1956200,1543240,31935,-2276,910,71436,32424,,14518,96077,6381,893,743609,125277,575599,168663,1355503
0000061,大成建設,2023/03,10,1,12,11,241401,213349,2016717,1642712,20738,-7630,861,47124,33291,,14466,54740,5909,2054,714992,114194,688768,203100,1494939
0000062,大林組,2010/03,10,1,12,11,241401,319373,1590667,1341456,-21751,-25099,3984,-53354,30811,,14476,-62534,6634,,237339,104887,433512,208801,1326887
0000062,大林組,2011/03,10,1,12,11,241401,360209,1505697,1131864,4622,2917,3799,15423,31480,,14639,23174,6566,,249808,76127,416361,156856,1032147
0000062,大林組,2012/03,10,1,12,11,241401,358186,1618748,1245772,17769,14809,3886,5142,31654,,12870,31145,7402,,250251,90212,486544,175185,1135094
0000062,大林組,2013/03,10,1,12,11,241401,376489,1656289,1448305,24147,18020,3486,13195,32773,,12838,35153,8017,221,259622,125107,531196,158072,1333617
0000062,大林組,2014/03,10,1,12,11,241401,415089,1818886,1612756,12176,4777,3160,21627,32436,,12856,31991,8859,206,276591,135865,654778,137156,1500697
0000062,大林組,2015/03,10,1,12,11,241401,408848,1996193,1773981,25527,16380,3280,28695,33083,,13432,48388,9154,335,297191,210479,696746,126968,1642273
0000062,大林組,2016/03,10,1,12,11,241401,441604,1951907,1777834,37497,16622,2674,63437,35246,,13688,106380,9210,326,353297,162801,723889,131137,1584782
0000062,大林組,2017/03,10,1,12,11,241401,459597,2015996,1872721,42475,4782,2442,94501,36827,,14094,133742,8857,425,432497,161662,741436,131097,1647787
0000062,大林組,2018/03,10,1,12,11,241401,526270,2129027,1900655,42323,-4966,2097,92662,41012,,14359,137800,9072,602,503798,181037,775902,139456,1666351
0000062,大林組,2019/03,10,1,12,11,241401,544558,2214512,2039685,48265,-703,1836,113155,39603,,14739,155480,9419,408,596355,172588,870991,123583,1785661
0000062,大林組,2020/03,10,1,12,11,241401,572190,2230297,2073043,45340,-4900,1800,113093,40847,,14993,152871,9587,357,685469,132422,786374,127492,1817495
0000062,大林組,2021/03,10,1,12,11,241401,609256,2272628,1766893,33728,-708,1866,98780,40642,,15267,123161,6988,617,759816,171191,765800,150484,1541108
0000062,大林組,2022/03,10,1,12,11,241401,623306,2422085,1922884,14827,-13988,2019,39127,43862,,15470,41051,7708,800,775144,180546,914406,110868,1768544
0000062,大林組,2023/03,10,1,12,11,241401,692545,2609929,1983888,33848,-1685,2485,77671,47138,,15876,93800,8502,470,825047,172061,854128,100436,1767318
0000063,清水建設,2010/03,10,1,12,11,241401,216359,1566531,1589278,4652,-1817,5913,-6850,22632,,14780,22123,3617,,245855,57871,426118,358366,1495523
0000063,清水建設,2011/03,10,1,12,11,241401,215441,1423613,1303755,9517,-2095,4739,10848,22338,,14819,20175,4280,,250912,42564,369349,246291,1212108
0000063,清水建設,2012/03,10,1,12,11,241401,231889,1410975,1336194,12355,2420,4439,1430,22409,,15168,17566,4292,,246858,57405,426963,175637,1249530
0000063,清水建設,2013/03,10,1,12,11,241401,218556,1456441,1416044,8583,4175,3854,5901,22509,,15616,13101,4689,1039,247221,108082,406492,171981,1333001
0000063,清水建設,2014/03,10,1,12,11,241401,230659,1512686,1497578,15067,7163,3565,14191,23054,,15518,26054,4816,1373,255162,117099,478446,175831,1401803
0000063,清水建設,2015/03,10,1,12,11,241401,231229,1703399,1567843,21550,-4276,3327,33397,23550,,15587,50032,5038,1629,283259,193649,472367,186087,1444845
0000063,清水建設,2016/03,10,1,12,11,241401,231382,1722936,1664933,33943,1541,3171,59322,25927,,15640,94668,5632,1094,335457,145258,548925,190162,1489559
0000063,清水建設,2017/03,10,1,12,11,241401,246696,1688197,1567427,37953,2877,2842,98946,26601,,15925,128835,5663,909,422017,149756,449049,197974,1357806
0000063,清水建設,2018/03,10,1,12,11,241401,265790,1780943,1519435,43188,6555,2452,84978,26292,,16024,121373,6079,203,482680,168171,503379,171478,1316018
0000063,清水建設,2019/03,10,1,12,11,241401,299847,1860794,1664960,43113,-4315,2418,99668,27736,,16184,129724,6555,226,559674,169741,641060,178118,1448315
0000063,清水建設,2020/03,10,1,12,11,241401,408440,1904934,1698292,42230,-6700,2244,98977,28522,,16297,133894,7517,727,606741,123737,546147,145139,1472622
0000063,清水建設,2021/03,10,1,12,11,241401,501899,1908674,1456473,33515,3280,3033,77176,28605,,16586,100151,5696,920,659494,155794,484444,141924,1266055
0000063,清水建設,2022/03,10,1,12,11,241401,614625,2128356,1482961,17128,-12824,2656,47761,29792,,19661,45145,5935,242,666959,157536,684216,55165,1343286
0000063,清水建設,2023/03,10,1,12,11,241401,635247,2448010,1933814,23854,-6346,3997,49057,34867,,19869,54647,5945,-506,702081,150477,837373,74720,1772812
0000065,飛島建設,2010/03,10,1,12,11,241402,14274,94526,117829,119,,597,260,2535,,1459,1697,44,,18312,12,44736,7824,110175
0000065,飛島建設,2011/03,10,1,12,11,241402,14212,91286,115896,156,,441,-7314,2529,,1454,-3288,42,,10997,14,45350,8313,113037
0000065,飛島建設,2012/03,10,1,12,11,241402,14116,84695,105621,158,,453,307,1828,,1140,1331,30,,11297,12,45847,6516,99678
0000065,飛島建設,2013/03,10,1,12,11,241402,13830,96120,111865,118,,364,442,1851,,1093,1373,59,,11739,252,49499,3999,105988
0000065,飛島建設,2014/03,10,1,12,11,241402,13603,85864,109227,145,,312,860,2009,,1071,1716,80,,12598,462,44551,2865,102834
0000065,飛島建設,2015/03,10,1,12,11,241402,13396,91594,118652,261,,282,2449,2116,,1079,3287,90,,15178,1325,43994,2333,110451
0000065,飛島建設,2016/03,10,1,12,11,241402,13969,91455,120710,-168,-909,265,6115,2185,,1099,6662,32,,21293,664,46324,1482,108853
0000065,飛島建設,2017/03,10,1,12,11,241402,13750,98125,117807,699,-56,200,4383,2427,,1133,5477,33,,25288,602,44277,1560,106271
0000065,飛島建設,2018/03,10,1,12,11,241402,14964,101908,131121,607,-502,166,6024,2550,,1322,8252,33,1,30734,1026,49220,2019,116543
0000065,飛島建設,2019/03,10,1,12,11,241402,15585,109586,128866,1788,563,159,5071,3049,,1351,7220,34,,35023,1385,52088,2775,114381
0000065,飛島建設,2020/03,10,1,12,11,241402,17845,121804,134859,2296,714,254,5109,3488,,1394,7848,41,,39044,420,56007,7674,118430
0000065,飛島建設,2021/03,10,1,12,11,241402,19236,121598,117295,1213,60,267,2451,3433,,1483,3995,32,,40534,1044,52294,9142,105181
0000065,飛島建設,2022/03,10,1,12,11,241402,19013,114632,117665,676,64,215,3219,3401,,1450,4575,27,,42797,1066,57015,9498,104452
0000065,飛島建設,2023/03,10,1,12,11,241402,18138,128055,125941,632,24,228,3038,3799,,1425,4146,27,-96,44878,841,60240,14070,112337
0000067,長谷工コーポレーション,2010/03,10,1,12,11,241402,102337,439273,420382,6721,5581,3179,5814,12267,2353,4384,17118,780,,102085,-10090,51135,148487,374935
0000067,長谷工コーポレーション,2011/03,10,1,12,11,241402,98389,457487,440429,9455,8673,3572,10137,12122,2302,4505,23327,892,,111460,-14130,83970,129374,389566
0000067,長谷工コーポレーション,2012/03,10,1,12,11,241402,92744,467075,500929,7426,6539,3966,11242,12512,2254,4549,21615,785,,116952,-15106,101669,122953,451264
0000067,長谷工コーポレーション,2013/03,10,1,12,11,241402,66007,460864,558919,-1384,-2369,3579,13064,13230,2212,4640,24329,592,73,124481,-10848,95136,120687,505460
0000067,長谷工コーポレーション,2014/03,10,1,12,11,241402,53883,457408,587571,5853,3277,3016,24830,14908,2198,5188,28838,507,197,128632,-9367,89732,108984,526208
0000067,長谷工コーポレーション,2015/03,10,1,12,11,241402,55548,476914,642167,13704,9426,2379,28542,16376,2217,5379,42698,685,470,143356,471,104975,119386,563230
0000067,長谷工コーポレーション,2016/03,10,1,12,11,241402,100660,589993,787354,17476,6537,1885,51226,19397,2514,6136,68762,696,428,191580,-6643,130271,147000,674007
0000067,長谷工コーポレーション,2017/03,10,1,12,11,241402,110392,630937,772328,19308,-2078,1401,58762,23078,2908,6602,89032,1182,77,245358,-7510,117607,138244,629454
0000067,長谷工コーポレーション,2018/03,10,1,12,11,241402,125125,687706,813276,28486,-492,1101,72289,24736,3234,6816,100805,740,30,301245,-5246,110613,171954,656030
0000067,長谷工コーポレーション,2019/03,10,1,12,11,241402,134675,773219,890981,33639,-2311,884,87391,23455,3211,6974,98430,2837,9,373645,-6634,139312,200077,733130
0000067,長谷工コーポレーション,2020/03,10,1,12,11,241402,153391,799319,846029,27239,3662,901,59851,23050,3295,7315,85925,558,1,401187,-13510,141415,261499,699268
0000067,長谷工コーポレーション,2021/03,10,1,12,11,241402,173010,953659,809438,22608,-386,1353,48258,23691,3579,7415,72909,490,,402855,-8495,132346,316477,673207
0000067,長谷工コーポレーション,2022/03,10,1,12,11,241402,174182,1081907,909708,27335,1857,1675,54490,24530,3699,7460,82702,1226,-2,422689,-5027,147945,380111,761399
0000067,長谷工コーポレーション,2023/03,10,1,12,11,241402,211618,1198105,1027277,28016,-1098,1919,59326,25538,3874,7511,90162,471,-12,455121,-1037,169150,471933,865968
0000069,松井建設,2010/03,10,1,12,11,241402,9621,55793,78145,249,94,104,-619,1822,,775,865,169,,19422,421,17289,11780,73124
0000069,松井建設,2011/03,10,1,12,11,241402,9250,49577,74865,173,92,30,240,1787,,752,492,146,,19417,418,16549,7116,70666
0000069,松井建設,2012/03,10,1,12,11,241402,9846,49308,71847,611,504,22,361,1763,,722,903,150,,19534,628,16413,3780,67616
0000069,松井建設,2013/03,10,1,12,11,241402,9830,50153,77772,170,-1,13,621,1707,,704,594,136,,19911,1556,18652,1837,74023
0000069,松井建設,2014/03,10,1,12,11,241402,9624,55197,78529,808,97,26,847,1856,,714,1620,126,,20512,1607,14159,1893,73441
0000069,松井建設,2015/03,10,1,12,11,241402,12176,61405,85109,1494,85,16,2191,1882,,718,3632,142,,22869,3018,18589,2314,77823
0000069,松井建設,2016/03,10,1,12,11,241402,12103,70480,87958,2082,-187,25,3838,1983,,729,6120,183,,26402,1753,18283,4244,78168
